bank_pk,bank_id,bank_name,branch_id,branch_name,fd_sales,rd_sales,ca_sales,sa_sales,life_insurance,general_insurance,mutual_fund
3-Axis-198-Mc,3,Axis,198,Mcintyreton Branch,2753463.74,844873.06,1407118.2,1088862.44,5343838.14,5131130.44,1808438.68
1-Axis-109-Sa,1,Axis,109,Sandramouth Branch,1168046.72,593180.57,866078.37,736807.72,4193438.68,2037772.45,1532593.54
5-Axis-193-Ne,5,Axis,193,New Jenniferberg Branch,787551.59,346713.89,831392.75,739220.1,1460479.98,1916808.61,1284707.3
3-Axis-159-Ag,3,Axis,159,Aguilarberg Branch,1322705.05,1103292.48,1164917.24,1075619.19,4350453.92,2660867.86,2537197.9
4-Axis-189-Ne,4,Axis,189,New Dianaborough Branch,1500832.53,597055.17,901189.46,738148.71,3260120.36,2810193,1133930.15
2-Axis-198-Mc,2,Axis,198,Mcintyreton Branch,611625.52,451607.97,289262.5,338527.81,464253.48,1890868.53,692725.05
3-Axis-187-Ma,3,Axis,187,Marshallshire Branch,1501624.47,866049.31,1237257.96,923371.44,3918866.06,3599324.41,963810.43
2-Axis-119-La,2,Axis,119,Lake Steve Branch,846284.52,581944.09,487755.54,456729.56,2445182.54,1265518.24,1164446.63
5-Axis-173-Ne,5,Axis,173,New Nathan Branch,1955372,633566.16,994548.43,648168.74,2910195.54,1172617.43,1488962.15
4-Axis-126-So,4,Axis,126,South Wendy Branch,2332216.45,839385.86,1308304.12,1149778.17,3654809.54,4473348.92,1615609.77
2-Axis-156-Ea,2,Axis,156,East Emilymouth Branch,774061.61,687362.47,862688.13,793009.01,3734600.78,2968196.41,2019305.51
1-Axis-178-Po,1,Axis,178,Port Kimberlyfurt Branch,1609029.18,485905.48,436131.37,770194.78,1903663.41,1489030.05,778788.79
2-Axis-136-Me,2,Axis,136,Meyersside Branch,1426507.63,721652.09,571892.14,529051.73,2552865.91,2223361.99,1624996.43
4-Axis-167-Da,4,Axis,167,Davischester Branch,877507.09,546744.78,517870.03,493786.37,3270914.13,1498027.87,817721.75
1-Axis-146-Br,1,Axis,146,Brandonside Branch,2109120.29,870216.73,1195353.28,1214757.32,4171016.99,2583840.03,1450900.17
4-Axis-141-Ho,4,Axis,141,Hodgesburgh Branch,862186.71,668972,1042412.97,471275.87,2365777.74,2035618.17,1819871.78
5-Axis-134-No,5,Axis,134,North Charles Branch,2724199.22,1104515.91,1711393.38,1434386.36,5452248.37,2896535.39,1845417.56
5-Axis-145-Mi,5,Axis,145,Michaelland Branch,1582241.36,327717.2,855617.79,942154.76,2586654.74,3165489.69,1518223.09
1-Axis-154-Mi,1,Axis,154,Mikeside Branch,1452245.9,689934.91,1035546.02,511644.08,3664069.31,2065347.75,1444740.5
2-Axis-153-Da,2,Axis,153,Davidchester Branch,1160354.44,601865.28,922690.74,414233,3505814.75,2393172.94,618308.26
4-Axis-179-Po,4,Axis,179,Port Brian Branch,534625.07,549078.79,497538.02,794062.95,1894094.04,2115587.35,727908.09
4-Axis-162-Mo,4,Axis,162,Moniquechester Branch,1573242.99,813502.07,1755357.29,1249565.23,3822705.46,2520203.35,1745501.23
3-Axis-126-So,3,Axis,126,South Wendy Branch,2307574.09,666977.42,1322877.54,1512434.23,3453123.59,3966762.15,1977634.05
2-Axis-158-Ea,2,Axis,158,East Chadstad Branch,2670221.39,716103.74,1527716.6,1015595.45,5656389.44,3580871.66,1695963.51
2-Axis-122-Te,2,Axis,122,Teresamouth Branch,1917451.41,502971.52,698685.32,970796.34,3346185.85,2100730.7,2003186.55
2-Axis-110-So,2,Axis,110,South Michelle Branch,2190365.97,703817.73,1120328.34,852958.17,3941923.15,2979909.25,1423175.05
5-Axis-123-Th,5,Axis,123,Thomasport Branch,1520727.22,560204.91,1232739.62,1163502.14,5394105.38,2991866.86,2325962.53
3-Axis-171-Ne,3,Axis,171,New Kimberly Branch,1428571.47,650877.04,665356.68,867750.85,2588197.47,2430741.83,1902584.02
4-Axis-197-Po,4,Axis,197,Port Jeanne Branch,1239882.73,553488.47,527250.88,568265.28,1005771.63,1910965.61,1143346.21
5-Axis-130-Ro,5,Axis,130,Robertshire Branch,2069529.16,484214.56,506089.9,561891.96,2294807.91,2271032.38,1372259.63
1-Axis-121-Al,1,Axis,121,Allenhaven Branch,1639689.08,563638.44,1043061.03,806334.4,2291849.6,2707678.09,1912954.41
4-Axis-113-Ne,4,Axis,113,New Amyville Branch,2063187.91,823332.38,1263273.42,1146410.14,3733262.4,3687679.15,2568390.68
2-Axis-104-Or,2,Axis,104,Ortegashire Branch,1749256.59,402979.22,1071373.58,545634.1,1985104.28,706014.17,1444156.61
2-Axis-116-Ne,2,Axis,116,New Destinyview Branch,553541.85,274280.66,384820.84,462674.42,1377792.28,2226635.13,453708.59
4-Axis-182-An,4,Axis,182,Anthonyberg Branch,1374012.56,420869.52,991908.58,483149.2,2701696.42,2707157.57,2062374.09
2-Axis-170-Ea,2,Axis,170,East Joshua Branch,311660.79,241408.54,353809.13,342599.01,767516.16,691442.9,479789.59
5-Axis-181-We,5,Axis,181,West Christopher Branch,1879040.62,558264.37,539141.78,785590.32,1920138.32,2513989.79,1194383.78
3-Axis-143-Ha,3,Axis,143,Hallborough Branch,961953.09,476394.69,1541746.24,1050139.17,3800518.68,3656814.54,1233214.5
3-Axis-178-Po,3,Axis,178,Port Kimberlyfurt Branch,1113210.08,503721.59,616729.88,609388.01,2509229.31,2607340.15,927836.79
2-Axis-108-Ea,2,Axis,108,East Carl Branch,2414426.02,975908.61,1547703.01,1276806.11,4163618.25,4477588.32,2697982.69
2-Axis-135-Ea,2,Axis,135,East Michael Branch,1001311.28,324797.11,741527.48,525061.66,649024.17,1666693.2,979025.36
2-Axis-150-La,2,Axis,150,Lake Kelly Branch,2107687.73,965660.37,1336213.88,1021708.25,5214215.96,3158197.34,2033309.86
4-Axis-117-Ke,4,Axis,117,Kellymouth Branch,1844342.79,543131.32,1361036.82,820411.66,3386565.91,3082600.23,2054852.33
4-Axis-119-La,4,Axis,119,Lake Steve Branch,2176965.14,798830.75,1457870.87,880384.2,3419236.15,3304375.48,1922781.18
2-Axis-165-So,2,Axis,165,South Patrick Branch,2086378.6,876888.97,1350037.52,1057343.07,5738172.07,3912749.35,2157408.3
4-Axis-188-Ea,4,Axis,188,East Ryanmouth Branch,1697890.87,435858.69,613585.39,1196724.68,2092469.1,2654128.75,1959437.21
5-Axis-190-Tu,5,Axis,190,Tuckertown Branch,335317.06,468003.99,477007.96,355937.26,1658682.39,595556.62,701489.34
3-Axis-112-Sm,3,Axis,112,Smithborough Branch,2325086.37,768916.78,1005209.74,640501.25,3616551.58,2889438.8,2088825.53
5-Axis-161-We,5,Axis,161,West Stephaniefort Branch,1119446.62,253883.82,828126.03,685346.84,1944905.18,731299.02,894127.52
3-Axis-127-We,3,Axis,127,West Kimberly Branch,2116574.85,816433.44,1262072.87,1062469.65,4513251.63,2076156.72,1510152.8
3-Axis-145-Mi,3,Axis,145,Michaelland Branch,1411134.67,635879.6,598066.88,760980.68,3089389.66,1555440.86,1090833.02
2-Axis-166-Ma,2,Axis,166,Martintown Branch,2090775.18,818665.03,1221091.97,1045952.38,3378742.96,1550266.31,1737123.79
4-Axis-198-Mc,4,Axis,198,Mcintyreton Branch,1791680.27,533431.81,1111946.42,904544.92,2690937.71,3754565.28,1544543.71
5-Axis-177-Ta,5,Axis,177,Tammyberg Branch,949542.89,311486.75,827156.38,417895.3,2456243.3,2504035.02,1127124.42
5-Axis-149-Po,5,Axis,149,Port Jademouth Branch,230497.85,345839.49,206911.72,195149.85,1595925.84,860527.12,424601.37
3-Axis-101-Ki,3,Axis,101,Kimshire Branch,1327552.76,806478.04,1534638.19,812186.73,4426633.96,1687918.35,2328283.28
3-Axis-190-Tu,3,Axis,190,Tuckertown Branch,861510.12,382116.21,204765.9,598951.75,2492387.8,1001485.99,864933.22
5-Axis-139-Ke,5,Axis,139,Kevinport Branch,1741877.79,826033.54,887898.99,861895.08,3375980.71,2947116.27,1692823.29
4-Axis-168-Ve,4,Axis,168,Vernonborough Branch,1585608.77,631715.17,894375.5,1181528.83,3349746.27,2970722.81,1783672.24
3-Axis-124-Ma,3,Axis,124,Maryburgh Branch,635417.7,315581.31,387977.75,512571.21,1782589.6,874761.83,1077926.47
2-Axis-162-Mo,2,Axis,162,Moniquechester Branch,2073573.68,1156732.63,1480294.98,1152804.8,4581402.88,4467217.2,1986753.45
4-Axis-105-So,4,Axis,105,South Rachel Branch,1104185.86,774963.76,516878.28,1040187.98,2865483.48,2952012.15,1176513.09
5-Axis-176-Mu,5,Axis,176,Murrayhaven Branch,1773778.5,697807.54,923128.52,807457.21,2892479.65,2212860.95,2478005.02
4-Axis-108-Ea,4,Axis,108,East Carl Branch,1071167.59,462634.54,659175.06,520529.56,2307234.67,1625322.25,661336.01
1-Axis-113-Ne,1,Axis,113,New Amyville Branch,921532.68,493809.49,660710.98,467088.57,1914295.1,1827502.85,1062610.28
3-Axis-191-So,3,Axis,191,South Feliciaborough Branch,935934.33,344349.05,485845.34,157726.63,1311635.37,1198568.53,1259044.83
4-Axis-102-Jo,4,Axis,102,Johnland Branch,1703415.63,967799.56,1053936.01,1243315.78,2606895.07,2388270.27,2158465.88
1-Axis-140-St,1,Axis,140,Stanleyview Branch,1043053.1,309438,597128.82,667458.19,1430333.12,1729189.31,929198.78
3-Axis-132-Jo,3,Axis,132,Josephland Branch,1339738.39,498393.75,712010.02,404938.88,1926142.8,1119655.33,1686981.46
5-Axis-178-Po,5,Axis,178,Port Kimberlyfurt Branch,876266.2,340468.18,535537.87,533215.93,1394625.3,618970.68,1031951.94
5-Axis-159-Ag,5,Axis,159,Aguilarberg Branch,1462842.41,624513.93,656006.72,681534.86,3078101.56,2960871.24,1181105.17
1-Axis-170-Ea,1,Axis,170,East Joshua Branch,1153645.7,435045.28,344080.53,468660.08,2510632.6,1678685.1,976804.44
5-Axis-146-Br,5,Axis,146,Brandonside Branch,1633037.67,608821.39,1146213.83,927430.79,3228473.5,3574807.14,2219912.79
4-Axis-169-No,4,Axis,169,North Jacquelineburgh Branch,2383495.18,975792.9,1743383.58,1330602.95,4476789.54,2444798.93,2032815.35
5-Axis-125-Am,5,Axis,125,Amymouth Branch,1687073.79,599575.76,827365.95,716952.62,3458789.99,2177986.46,1842250.92
3-Axis-157-Mi,3,Axis,157,Mitchellburgh Branch,1446278.07,497642.72,844771.84,475130.42,2627218.94,804640.79,999007.61
5-Axis-187-Ma,5,Axis,187,Marshallshire Branch,1501835.58,570552.4,991640.71,786675.16,1491273.15,1380543.48,1250658.58
5-Axis-151-Ja,5,Axis,151,Jarvismouth Branch,1461837.7,487799.78,1344396.46,1173128.77,3995811.03,2616108.56,1593073.39
2-Axis-193-Ne,2,Axis,193,New Jenniferberg Branch,1500357.56,501601.02,612489.29,681457.12,3992625.69,2098328.03,1407834.89
5-Axis-115-We,5,Axis,115,West Jennifer Branch,1799613.89,587189.59,1123762.47,684029.74,3479226.59,2218982.13,1324262.06
4-Axis-199-No,4,Axis,199,North Patrickfort Branch,1951539.59,644823.53,685859.12,815860.55,2514963.3,1786682.96,1661856.5
1-Axis-182-An,1,Axis,182,Anthonyberg Branch,718951.22,319927.32,781222.37,306724.98,2699429.55,821488.25,1008869.01
3-Axis-121-Al,3,Axis,121,Allenhaven Branch,1563994.31,548795.69,583798.71,808693.37,3252802.85,1431009.97,972813.53
2-Axis-141-Ho,2,Axis,141,Hodgesburgh Branch,1761677.87,501065.33,510599.31,689697.68,2945032.08,2434124.77,522942.06
4-Axis-132-Jo,4,Axis,132,Josephland Branch,2547044.92,1260264.03,1529099.7,1401033.59,2232323.49,4541368.51,2925895.95
1-Axis-145-Mi,1,Axis,145,Michaelland Branch,855033.69,322155.78,666438.86,464798.76,2445004.66,903961.56,896320.29
4-Axis-171-Ne,4,Axis,171,New Kimberly Branch,390989.23,124174.35,251857.94,58733.66,548316.24,247853.23,180077.86
5-Axis-124-Ma,5,Axis,124,Maryburgh Branch,1503452.04,552326.26,786721.55,677460.61,4107792.52,2395424.58,985961.96
2-Axis-125-Am,2,Axis,125,Amymouth Branch,157433.31,204348.16,153330.9,391157.42,561420.63,630365.21,471397.89
3-Axis-140-St,3,Axis,140,Stanleyview Branch,426333.81,391115.47,453107.81,311267.24,835652.92,985434.73,518704.86
3-Axis-197-Po,3,Axis,197,Port Jeanne Branch,669888.39,285229.39,378822.35,290575.16,922618.38,550746.41,511826.99
5-Axis-136-Me,5,Axis,136,Meyersside Branch,2047234.27,671953.82,682515.93,787948.91,3721835.12,2761072.01,1790480.28
1-Axis-123-Th,1,Axis,123,Thomasport Branch,1673981.05,279969.64,1015887.76,901340.35,3515773.08,2785578.84,821669.4
3-Axis-116-Ne,3,Axis,116,New Destinyview Branch,982359.5,187674.68,412086.16,435819.21,905858.98,1384122.84,493194.61
1-Axis-156-Ea,1,Axis,156,East Emilymouth Branch,2444056.75,777709.96,1362447.38,1052192.71,4806124.57,3033200.39,1939825.33
4-Axis-172-La,4,Axis,172,Lake Traci Branch,1680525.29,678008.15,745037.98,1094028.21,3250541.98,3045085.13,1004978.18
1-Axis-139-Ke,1,Axis,139,Kevinport Branch,1681697.04,657350.76,694011.76,510702.35,2058848.78,1344014.82,756715.96
5-Axis-138-La,5,Axis,138,Lake Christophertown Branch,1843127.52,591317.23,1349501.3,993593.2,4057655.63,3004994.17,1246389.54
4-Axis-155-Al,4,Axis,155,Alejandrofurt Branch,1825489.86,766758.46,875890.08,1014960.57,3598652.27,2710413.2,1599582.45
4-Axis-153-Da,4,Axis,153,Davidchester Branch,2275838.15,872509.33,979416.99,821388.53,3730933.24,3116048.6,1478496.74
1-Axis-143-Ha,1,Axis,143,Hallborough Branch,3075470.87,1458335.19,1427630.81,1369064.05,4787105.09,5502165.1,2673518.01
4-Axis-145-Mi,4,Axis,145,Michaelland Branch,2585187.06,1395304.42,1861837.92,1705659.97,5815582.87,5547364.5,2604346.49
5-Axis-131-Br,5,Axis,131,Browningberg Branch,2171907.3,764648.51,1435140.61,1215928.83,5210011.5,4636158.14,3067854.53
1-Axis-147-Ea,1,Axis,147,East Jason Branch,1684266.36,890934.57,968652.29,1228173.74,4475952.43,2370144.2,1462495.02
3-Axis-165-So,3,Axis,165,South Patrick Branch,1400557.46,370861.94,844435.8,483952.01,1458698.46,2716816.37,1096028.36
3-Axis-137-No,3,Axis,137,North Robertton Branch,2284416.6,626393.59,1015950.36,1122975.05,3702543.4,3897307.05,1529912.41
3-Axis-103-La,3,Axis,103,Lake Jamesstad Branch,2064924.93,1003348.96,1223468.78,1163024.4,4278306.05,3962791.04,1899041.78
5-Axis-104-Or,5,Axis,104,Ortegashire Branch,1864790.85,877588.71,1538252.38,845970.86,4430530.95,3222602.06,1858818.94
1-Axis-186-Ea,1,Axis,186,East Sarabury Branch,2972476.13,1519087.85,2458808.91,1459457.3,7534085.54,4785186.45,3895875.39
4-Axis-130-Ro,4,Axis,130,Robertshire Branch,1426465.26,449038.58,713719.1,551973.37,2426016.17,2234321.78,1434073.04
2-Axis-117-Ke,2,Axis,117,Kellymouth Branch,759426.22,514094.37,529245.33,405025.39,1386827,2097110.69,1016093.9
3-Axis-199-No,3,Axis,199,North Patrickfort Branch,1067216.09,389450.59,398287.67,386412.79,1075233.88,1633904.64,756134.54
2-Axis-191-So,2,Axis,191,South Feliciaborough Branch,1061468.7,453867.27,666886.52,279756.75,2013520.21,585140.32,550758.16
1-Axis-124-Ma,1,Axis,124,Maryburgh Branch,713629.46,244604.61,111757.26,575554.3,1384773.69,1508588.6,888232.31
3-Axis-151-Ja,3,Axis,151,Jarvismouth Branch,1619941.38,378681.22,954217.98,608403.05,2721836.63,1719438.65,1542759.79
3-Axis-167-Da,3,Axis,167,Davischester Branch,2379276.48,554639.83,993460.74,843306.05,3000388.33,3092507.79,1812145.25
2-Axis-164-Fo,2,Axis,164,Fordton Branch,1365478.37,804074.84,774707.54,880579.96,3216638.56,1598493.54,1602497.82
1-Axis-162-Mo,1,Axis,162,Moniquechester Branch,2034888.81,967417,1516178.4,1233203.24,2974623.85,4367572.51,1905559.52
4-Axis-170-Ea,4,Axis,170,East Joshua Branch,1593251.38,471202.28,605972.41,681500.7,3208862.77,1552894.07,1189190
3-Axis-153-Da,3,Axis,153,Davidchester Branch,1546189.04,404857.24,454878.55,827540.68,1634301.06,1491388.92,1165631.05
1-Axis-116-Ne,1,Axis,116,New Destinyview Branch,1603237.13,682054.54,851728.1,499800.46,3021261.63,2957141.14,1245859.1
4-Axis-196-Za,4,Axis,196,Zamorahaven Branch,2582313.62,1506238.97,1299260.94,1372822.86,3989334.95,3961860.36,2279965.63
5-Axis-116-Ne,5,Axis,116,New Destinyview Branch,1457863.78,493698.62,825933.31,576453.04,4413638.17,2962476.27,1489397.4
1-Axis-153-Da,1,Axis,153,Davidchester Branch,1772831.07,994535.87,669907,874339.12,3466463.99,2195813.77,1853762.9
5-Axis-127-We,5,Axis,127,West Kimberly Branch,1703140.93,675146.56,1464400.9,1002659.49,4584121.51,3020294.81,1836137.56
5-Axis-171-Ne,5,Axis,171,New Kimberly Branch,1075110.98,633918.17,874596.09,484567.28,2309000.81,2327816.64,923278.96
2-Axis-114-La,2,Axis,114,Lake Hollystad Branch,1016701.71,365772.74,743481.24,449041.07,1225401.92,1557424.05,1388372.36
2-Axis-137-No,2,Axis,137,North Robertton Branch,238026.88,15040.19,235772.31,77141.81,934929.03,178643.26,497618.91
3-Axis-193-Ne,3,Axis,193,New Jenniferberg Branch,1628943.07,545829.24,515903.39,790271.36,2929110.08,2883895.74,2375285.02
5-Axis-105-So,5,Axis,105,South Rachel Branch,2380912.04,866490.58,981711.16,925772.44,3558283.48,1885314.21,2019751.76
5-Axis-144-Ea,5,Axis,144,East Jenniferstad Branch,654031.95,434247.51,701298.19,510001.4,1146168.02,1996848.23,1385008.44
5-Axis-158-Ea,5,Axis,158,East Chadstad Branch,567288.14,454063.59,588973.09,587691.62,2127424.93,1989981.79,902264.43
1-Axis-177-Ta,1,Axis,177,Tammyberg Branch,1684828.34,511581.7,915814.7,710720.81,3139055.87,3580780.98,2048866.28
2-Axis-147-Ea,2,Axis,147,East Jason Branch,693805.12,407504.63,244855.37,264720.62,1082373.7,1073959.38,762463.69
4-Axis-154-Mi,4,Axis,154,Mikeside Branch,555101.79,448244.36,759839.05,519313.89,2939535.42,2914312.51,900867.11
1-Axis-160-No,1,Axis,160,North Vanessamouth Branch,1676036.55,244258.09,1007588.84,857883.93,4204520.96,2556531.58,1486552.67
4-Axis-175-Ne,4,Axis,175,New Peter Branch,921224.04,184592.62,534618.55,445152.7,822998.7,1654263.98,662634.42
3-Axis-164-Fo,3,Axis,164,Fordton Branch,1418991.29,778963.81,961358.53,877240.64,4419911.71,2775751.03,1656240.3
1-Axis-191-So,1,Axis,191,South Feliciaborough Branch,3290119.86,1258091.07,1676993.41,1241282.78,7070994.85,4697948.68,3091600.19
4-Axis-184-Po,4,Axis,184,Port Rachel Branch,522453.95,235696.1,342940.88,506796.32,1681750.55,1392275.34,1110190.24
3-Axis-133-Da,3,Axis,133,Danielton Branch,1751184.88,492019.74,681022.87,486145.24,1617251.49,2796146.97,1535889.62
2-Axis-172-La,2,Axis,172,Lake Traci Branch,1117619.68,291981.72,1044310.72,715177.7,2393811.31,1521665.99,894142.09
5-Axis-180-Ni,5,Axis,180,Nicolechester Branch,559723.78,278254.94,519228.75,494958.86,1480713.6,195311.61,905708.02
3-Axis-131-Br,3,Axis,131,Browningberg Branch,1484894.12,517556.57,847849.55,378556.91,2768813.91,2977851.16,937201.52
2-Axis-121-Al,2,Axis,121,Allenhaven Branch,2406333.68,774976.63,1005190.64,1142500.63,3628770.15,2883165.33,2239556.88
3-Axis-105-So,3,Axis,105,South Rachel Branch,824904.94,243147.92,373555.23,248730.92,119041.67,650577.85,549573.74
2-Axis-134-No,2,Axis,134,North Charles Branch,2057793.08,909507.53,635652.67,866456.95,4322950.79,2748930.59,1872381.86
1-Axis-180-Ni,1,Axis,180,Nicolechester Branch,1091933.85,290677.37,504183.55,537147.63,1431469.47,1005068.21,1028485.97
1-Axis-127-We,1,Axis,127,West Kimberly Branch,1225966.68,484184.11,514116.24,645681.89,664931.95,2002782.11,1438111.41
3-Axis-183-La,3,Axis,183,Lancemouth Branch,839904.9,685602.55,824216.87,941267.46,3025440.81,2070690.31,1282140.11
3-Axis-123-Th,3,Axis,123,Thomasport Branch,614068.53,209635.64,239448.24,357311.77,956018.1,492537.18,291990.33
1-Axis-122-Te,1,Axis,122,Teresamouth Branch,1264334.96,703246.56,1575040.72,1070493.47,3475797.49,4168140.26,1641278.53
1-Axis-194-Po,1,Axis,194,Port Michael Branch,1712068.73,573400.11,981061.39,621470.13,4421737.45,2099202.59,1723472.05
4-Axis-109-Sa,4,Axis,109,Sandramouth Branch,652005.2,609477.54,728786.83,682485.17,2436931.85,2735547.61,1097563.12
4-Axis-150-La,4,Axis,150,Lake Kelly Branch,1653053.55,579893.77,613380.81,897955.17,2319238.13,2070101.47,1845706.58
1-Axis-190-Tu,1,Axis,190,Tuckertown Branch,941539.67,269232.51,525623.08,606410.86,1459430.81,1647372.91,693521.51
3-Axis-169-No,3,Axis,169,North Jacquelineburgh Branch,1928601.9,613642.38,728849.35,755418.47,2777992.3,2505790.35,1753812.58
4-Axis-183-La,4,Axis,183,Lancemouth Branch,1391660.49,692094.45,1032436.82,713601.35,2792997.53,2175824.04,1765627.8
2-Axis-178-Po,2,Axis,178,Port Kimberlyfurt Branch,2978402.03,788901.08,1672359.81,1484622.44,5987618.71,3923071.78,2465037.02
2-Axis-169-No,2,Axis,169,North Jacquelineburgh Branch,1398656.05,513834.89,198732.76,270520.48,2243852.78,1075721,1362551.41
4-Axis-161-We,4,Axis,161,West Stephaniefort Branch,1605350.63,518429.32,864894.94,671888.63,2038305.05,2897027.68,1178541.3
4-Axis-115-We,4,Axis,115,West Jennifer Branch,1650117.71,659628.18,509314.51,796243.84,2983457.53,1957092.33,1775695.46
1-Axis-106-Wi,1,Axis,106,Williamview Branch,1805956,737889.35,1381062.62,1040480.88,4205660.15,2825437.39,1113934.72
4-Axis-159-Ag,4,Axis,159,Aguilarberg Branch,2543938.37,746700.69,1536982.82,998159.16,4199068.24,4568722.22,1882303.28
5-Axis-183-La,5,Axis,183,Lancemouth Branch,1456781.88,1097058.09,1609488.99,840743.56,1872508.11,2320752.65,2105892.12
3-Axis-182-An,3,Axis,182,Anthonyberg Branch,1976995.83,489976.42,1188825.96,761541.98,2164476.09,3016147.42,1707545.1
1-Axis-144-Ea,1,Axis,144,East Jenniferstad Branch,1878132.44,848144.94,1337650.06,1012668.53,6196043.78,5003814.78,2371649.3
5-Axis-103-La,5,Axis,103,Lake Jamesstad Branch,1450007.09,893360.85,1128858.59,783328.99,3462860.32,2403505.11,1376572.14
3-Axis-173-Ne,3,Axis,173,New Nathan Branch,1916760.86,500410.05,703332.19,581243.76,2211952.14,2388991.62,779259.58
2-Axis-161-We,2,Axis,161,West Stephaniefort Branch,1995256.87,565693.48,1316138.95,1174714.19,5188032.22,3882361.83,1735816.33
1-Axis-120-Ea,1,Axis,120,East Sydney Branch,2430010.2,1018555.74,1238262.19,1024950.02,3675399.25,4403973.91,2044177.17
4-Axis-163-Sh,4,Axis,163,Shannonmouth Branch,916024.91,660004.51,807133.26,798171.06,2068332.18,1684227.35,1512580.06
2-Axis-171-Ne,2,Axis,171,New Kimberly Branch,2025897.94,1079100.73,1510358.14,980475.9,4009601.03,3133401.68,2039223.41
1-Axis-167-Da,1,Axis,167,Davischester Branch,2097883.11,803170.53,1265301.79,592126.19,2431830.86,2406790.9,1602656.46
5-Axis-174-We,5,Axis,174,West Danielle Branch,897363.67,506466.03,512870.21,370470.6,2229408.54,1213047.25,411418.07
5-Axis-129-Tr,5,Axis,129,Travisberg Branch,571738.18,130094.72,319415.91,120132.04,1452475.07,745853.25,259445.49
2-Axis-145-Mi,2,Axis,145,Michaelland Branch,445092.44,20036.32,113020.59,151535.56,462499.66,518870.41,253747.31
